Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AverageMonthlySpend,ChargeDifference,ServiceCount,TenureGroup,ChargeGroup,ContractRisk,ElectronicPayment,HasTechSupport,HasOnlineSecurity
Male,0,No,No,67,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,68.3,4597.56,No,68.62029850746269,-0.32029850746269517,5,Loyal,Medium,0,0,1,0
Female,1,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.28,1285.56,No,24.72230769230769,-0.44230769230768985,1,Loyal,Low,2,1,0,0
Male,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.16,3495.59,No,75.99108695652174,-0.8310869565217445,2,Established,High,2,1,0,0
Female,0,No,Yes,22,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer,78.07,1814.39,No,82.47227272727274,-4.402272727272745,6,Developing,High,0,0,0,1
Female,0,No,No,72,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.2,4798.8,No,66.65,0.5499999999999972,1,Loyal,Medium,2,1,0,1
Male,1,Yes,Yes,24,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,75.32,1756.5,No,73.1875,2.132499999999993,1,Developing,High,2,1,0,0
Female,0,Yes,No,21,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.11,1138.48,No,54.21333333333333,-0.10333333333333172,3,Developing,Medium,2,1,0,0
Female,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,97.17,5215.23,No,98.40056603773584,-1.2305660377358407,6,Loyal,High,2,0,0,0
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,88.27,6338.67,No,88.03708333333333,0.232916666666668,4,Loyal,High,2,0,0,0
Male,0,Yes,Yes,62,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,55.93,3339.1,No,53.85645161290322,2.0735483870967784,3,Loyal,Medium,2,0,0,0
Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,31.85,392.97,No,30.22846153846154,1.62153846153846,2,Developing,Low,1,0,0,0
Female,1,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,28.4,1688.33,No,28.615762711864406,-0.2157627118644072,1,Loyal,Low,2,0,0,0
Female,0,No,No,26,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,55.54,1381.82,No,53.14692307692307,2.3930769230769258,3,Established,Medium,2,0,1,0
Male,0,Yes,No,16,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,69.02,916.25,Yes,57.265625,11.754374999999996,2,Developing,Medium,2,0,0,0
Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,32.68,2247.17,No,33.046617647058824,-0.36661764705882405,2,Loyal,Low,0,0,0,0
Male,0,Yes,No,69,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.92,5409.82,No,78.4031884057971,1.5168115942029061,2,Loyal,High,2,1,0,0
Female,1,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,33.96,994.35,No,36.827777777777776,-2.867777777777775,2,Established,Low,1,0,0,0
Male,0,No,No,2,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,54.75,293.8,No,146.9,-92.15,3,New,Medium,1,0,0,0
Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,80.59,1217.92,Yes,76.12,4.469999999999999,3,Developing,High,1,1,0,0
Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,72.13,2841.21,No,72.85153846153847,-0.7215384615384721,2,Established,High,2,0,0,0
Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,89.15,469.67,No,93.934,-4.783999999999992,3,New,High,1,0,1,0
Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,90.56,1416.73,No,83.33705882352942,7.222941176470584,4,Developing,High,2,0,1,0
Male,0,Yes,No,11,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,74.84,629.36,No,57.21454545454546,17.625454545454545,4,New,High,1,1,0,0
Male,0,Yes,No,69,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.41,5094.83,No,73.83811594202898,1.571884057971019,6,Loyal,High,2,1,1,0
Female,0,No,Yes,26,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card,66.61,1707.58,No,65.67615384615384,0.9338461538461615,5,Established,Medium,0,0,0,1
Male,0,No,No,28,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,73.56,2254.77,No,80.5275,-6.967500000000001,6,Established,High,2,0,0,0
Male,0,Yes,No,31,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,69.83,2210.56,Yes,71.3083870967742,-1.478387096774199,5,Established,Medium,2,1,1,1
Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer,94.21,23.47,No,23.47,70.74,5,New,High,1,0,1,0
Male,0,Yes,No,40,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,54.16,2094.89,No,52.372249999999994,1.7877500000000026,3,Established,Medium,2,0,0,0
Female,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.3,5377.02,No,81.47000000000001,0.8299999999999841,6,Loyal,High,2,1,0,1
Male,1,No,No,59,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,65.16,3694.12,No,62.612203389830505,2.5477966101694918,4,Loyal,Medium,0,1,0,1
Female,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,36.05,614.15,No,32.32368421052632,3.7263157894736807,2,Developing,Low,1,1,0,0
Male,1,Yes,No,1,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,63.88,100.76,No,100.76,-36.88,4,New,Medium,1,1,1,0
Male,0,No,Yes,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.65,4946.29,No,88.32660714285714,0.3233928571428635,4,Loyal,High,2,0,0,1
Female,0,No,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.01,4237.97,No,69.47491803278689,0.5350819672131166,6,Loyal,High,2,1,0,0
Male,0,Yes,No,67,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,60.39,4112.84,No,61.38567164179105,-0.9956716417910485,4,Loyal,Medium,2,0,1,0
Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer,96.37,3957.4,No,94.22380952380952,2.1461904761904833,4,Established,High,1,0,0,0
Male,0,Yes,Yes,35,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,80.81,2862.62,Yes,81.78914285714285,-0.9791428571428469,3,Established,High,1,0,0,0
Female,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.65,4784.51,No,86.99109090909091,1.6589090909090913,4,Loyal,High,2,1,1,0
Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.19,4675.96,No,93.5192,-1.3292000000000002,4,Loyal,High,2,0,0,0
Male,0,Yes,No,55,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.5,3497.62,No,63.593090909090904,-0.093090909090904,4,Loyal,Medium,2,1,0,0
Male,0,Yes,No,21,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card,41.72,889.22,No,42.343809523809526,-0.6238095238095269,1,Developing,Medium,2,0,0,0
Male,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.53,1476.21,No,22.366818181818182,0.16318181818181898,1,Loyal,Low,2,1,0,0
Male,0,Yes,No,3,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,65.97,241.45,No,80.48333333333333,-14.513333333333335,5,New,Medium,2,0,0,1
Female,0,No,Yes,7,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,76.25,465.49,No,66.49857142857142,9.751428571428576,3,New,High,2,0,1,1
Male,1,Yes,Yes,48,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,63.95,3150.48,No,65.635,-1.6850000000000023,1,Established,Medium,2,0,0,0
Female,1,Yes,No,42,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,62.85,2619.19,No,62.361666666666665,0.48833333333333684,5,Established,Medium,2,0,1,0
Male,0,No,No,40,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,70.68,2866.72,No,71.66799999999999,-0.9879999999999853,5,Established,High,2,0,1,0
Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer,89.89,5985.51,No,90.68954545454545,-0.7995454545454521,3,Loyal,High,0,0,0,0
Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.26,5499.18,No,87.28857142857143,0.9714285714285751,5,Loyal,High,2,1,1,1
Male,0,No,No,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,18.0,975.54,No,18.760384615384616,-0.7603846153846163,0,Loyal,Low,2,0,0,0
Female,1,No,No,12,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,63.24,699.34,Yes,58.278333333333336,4.961666666666666,4,New,Medium,2,1,0,0
Female,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.06,160.2,Yes,22.885714285714283,18.17428571428572,2,New,Medium,2,0,0,0
Female,0,No,Yes,11,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card,45.68,517.94,No,47.08545454545455,-1.4054545454545533,2,New,Medium,2,0,1,0
Male,0,No,Yes,45,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,52.79,2548.67,No,56.63711111111111,-3.8471111111111114,3,Established,Medium,2,0,0,0
Female,0,Yes,No,52,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,65.53,3355.16,No,64.52230769230769,1.0076923076923094,2,Loyal,Medium,2,1,0,0
Male,1,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,29.03,1724.67,No,29.735689655172415,-0.7056896551724137,1,Loyal,Low,0,0,0,0
Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,95.0,825.51,No,103.18875,-8.188749999999999,6,New,High,0,1,0,1
Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,97.52,1857.63,No,92.8815,4.638499999999993,5,Developing,High,2,0,0,1
Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,86.9,2123.02,No,84.9208,1.9792000000000058,3,Established,High,2,0,0,0
Female,1,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,40.98,1985.05,No,43.153260869565216,-2.173260869565219,2,Established,Medium,0,1,0,0
Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.39,181.97,No,45.4925,-13.1025,1,New,Low,2,1,0,0
Female,0,No,Yes,61,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card,77.66,4742.89,No,77.75229508196722,-0.09229508196722236,3,Loyal,High,0,0,0,0
Male,1,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,78.88,347.13,No,57.855,21.025,3,New,High,1,1,1,0
Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,89.56,3357.11,No,88.345,1.2150000000000034,4,Established,High,2,0,1,1
Male,1,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.53,1573.69,No,23.142500000000002,-0.6125000000000007,1,Loyal,Low,2,0,0,0
Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,92.49,1043.38,No,74.52714285714286,17.962857142857132,5,Developing,High,2,0,0,1
Male,0,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer,58.28,2978.97,No,59.57939999999999,-1.2993999999999915,3,Loyal,Medium,1,0,0,1
Male,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.8,1202.55,No,30.06375,-2.263749999999998,1,Established,Low,2,0,0,0
Male,0,Yes,No,60,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,83.18,5134.83,No,85.5805,-2.400499999999994,3,Loyal,High,1,0,0,0
Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,79.28,3510.95,No,81.64999999999999,-2.3699999999999903,3,Established,High,2,0,0,0
Male,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,85.25,5317.59,No,85.76758064516129,-0.5175806451612885,4,Loyal,High,0,0,0,1
Male,0,Yes,No,30,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,81.8,2516.29,No,83.87633333333333,-2.076333333333338,3,Established,High,1,1,1,0
Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card,86.28,1006.87,No,83.90583333333333,2.3741666666666674,4,New,High,2,0,1,1
Female,0,No,No,49,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,73.46,3555.35,Yes,72.55816326530612,0.9018367346938732,4,Loyal,High,2,0,1,0
Male,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,23.56,1684.21,No,24.060142857142857,-0.5001428571428583,1,Loyal,Low,2,0,0,0
Female,0,No,Yes,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer,88.77,2774.77,No,86.7115625,2.0584374999999966,4,Established,High,1,0,1,0
Female,1,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,22.7,1327.82,No,22.130333333333333,0.5696666666666665,1,Loyal,Low,1,0,0,0
Male,1,No,Yes,64,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,62.46,4172.7,No,65.1984375,-2.7384374999999963,4,Loyal,Medium,2,1,1,1
Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,27.17,1217.8,No,25.91063829787234,1.2593617021276629,1,Established,Low,1,0,0,0
Female,0,No,No,57,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,77.1,4413.62,No,77.43192982456141,-0.3319298245614135,2,Loyal,High,2,0,1,0
Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card,74.14,2909.81,Yes,70.9709756097561,3.169024390243905,2,Established,High,2,0,0,0
Male,0,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,20.64,1131.33,No,19.50568965517241,1.1343103448275897,1,Loyal,Low,0,0,0,0
Female,0,No,Yes,25,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,87.11,2112.66,Yes,84.5064,2.6036,3,Established,High,2,0,0,1
Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.6,1190.8,No,31.336842105263155,0.26315789473684603,1,Established,Low,1,0,0,0
Female,0,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,92.77,486.22,Yes,81.03666666666668,11.73333333333332,4,New,High,2,1,0,0
Male,0,Yes,No,15,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,78.56,1155.44,No,77.02933333333334,1.5306666666666615,6,Developing,High,1,1,1,0
Male,0,Yes,No,42,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer,75.4,3125.91,No,74.42642857142857,0.9735714285714323,2,Established,High,2,0,1,0
Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.45,1968.64,No,37.14415094339623,0.30584905660377615,2,Loyal,Low,2,1,0,0
Male,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.37,116.43,No,38.81,44.56,4,New,High,2,1,0,1
Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,87.33,311.17,No,62.234,25.095999999999997,4,New,High,1,0,1,0
Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.54,136.17,Yes,136.17,-61.62999999999998,5,New,High,2,1,1,1
Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,97.12,3643.82,No,95.89,1.230000000000004,4,Established,High,2,1,1,0
Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.31,747.76,No,29.9104,-0.6004000000000005,1,Established,Low,2,0,0,0
Male,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.77,117.48,Yes,29.37,-7.600000000000001,2,New,Low,2,1,0,0
Male,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,73.42,4263.41,No,73.50706896551723,-0.08706896551723275,5,Loyal,High,1,1,0,0
Female,0,No,Yes,39,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,56.68,2101.97,No,53.89666666666666,2.7833333333333385,2,Established,Medium,1,1,1,0
Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer,56.78,18.0,No,18.0,38.78,3,New,Medium,1,0,0,1
Female,0,No,No,50,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,55.98,2764.57,No,55.2914,0.6885999999999939,3,Loyal,Medium,2,0,0,0
Female,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.84,2565.15,No,38.86590909090909,-0.02590909090908866,2,Loyal,Low,2,1,0,0
Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer,68.58,2236.6,No,72.14838709677419,-3.568387096774188,1,Established,Medium,2,0,0,0
Male,0,Yes,No,69,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,61.55,4403.26,No,63.815362318840585,-2.2653623188405874,4,Loyal,Medium,2,1,0,1
Female,1,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer,84.32,2640.53,No,85.1783870967742,-0.8583870967742087,4,Established,High,0,0,0,0
Female,0,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,75.4,444.24,No,74.04,1.3599999999999994,3,New,High,2,1,0,0
Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card,83.34,741.98,No,82.44222222222223,0.897777777777776,3,New,High,0,0,0,1
Male,1,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,23.05,109.6,No,21.919999999999998,1.1300000000000026,1,New,Low,2,0,0,0
Male,0,Yes,Yes,22,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer,79.08,1683.09,No,76.5040909090909,2.575909090909093,2,Developing,High,1,0,1,1
Male,0,No,Yes,28,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,65.98,1954.08,No,69.78857142857143,-3.808571428571426,3,Established,Medium,1,1,1,0
Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,23.83,727.63,No,22.7384375,1.0915624999999984,1,Established,Low,1,0,0,0
Male,0,Yes,No,35,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,48.24,1714.0,No,48.97142857142857,-0.731428571428566,2,Established,Medium,1,1,0,0
Female,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.82,1966.05,No,31.207142857142856,-0.38714285714285523,1,Loyal,Low,2,0,0,0
Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,102.11,18.0,No,18.0,84.11,5,New,Very High,1,0,0,0
Female,1,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,28.68,1780.25,No,27.388461538461538,1.2915384615384617,1,Loyal,Low,2,0,0,0
Female,0,Yes,No,18,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,72.4,1329.25,No,73.84722222222223,-1.4472222222222229,6,Developing,High,2,0,0,1
Female,0,No,Yes,69,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,82.45,5786.8,No,83.86666666666667,-1.4166666666666714,4,Loyal,High,2,0,1,0
Female,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,28.45,298.65,No,29.865,-1.4149999999999991,1,New,Low,2,0,0,0
Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.85,259.93,Yes,32.49125,-6.641249999999999,1,New,Low,0,1,0,0
