Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,83.65,3195.37,0
Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,86.47,5796.05,1
Female,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.67,1871.21,0
Female,1,Yes,Yes,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,29.16,1183.63,0
Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,99.16,3911.6,0
Female,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer,52.99,222.75,0
Male,0,No,Yes,57,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,52.7,3121.18,0
Male,0,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,104.14,5065.8,0
Female,0,No,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,37.93,2425.51,0
Female,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.12,697.99,1
Female,0,Yes,No,11,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,63.84,732.69,0
Female,0,Yes,Yes,49,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer,69.69,3402.88,0
Female,0,No,No,36,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card,60.78,2091.13,0
Male,1,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,86.14,3663.15,0
Female,0,No,No,32,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,66.73,2067.84,0
Male,0,No,No,47,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,61.15,2982.96,0
Female,1,Yes,No,48,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card,81.49,3850.88,0
Male,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,33.89,484.73,0
Male,0,No,No,55,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,87.5,4845.99,0
Female,1,Yes,No,36,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,77.03,2764.37,0
Male,0,Yes,Yes,42,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer,77.8,3264.37,0
Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,28.32,1172.2,0
Female,0,Yes,No,54,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,57.74,3086.93,0
Male,0,Yes,Yes,22,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,55.36,1192.0,0
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card,90.5,42.16,0
Female,0,No,Yes,14,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,58.14,925.08,0
Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.96,2320.74,0
Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,65.77,1196.89,0
Female,1,No,No,18,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,59.45,1191.16,0
Female,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.97,1993.63,0
Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,72.98,1223.7,0
Male,0,No,No,34,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer,82.17,2724.96,1
Female,0,Yes,No,27,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,48.37,1315.16,0
Male,0,No,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Credit card,89.95,4246.41,0
Male,1,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.08,1122.66,1
Male,0,Yes,No,38,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,52.46,1774.94,0
Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,75.21,2819.35,0
Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,32.71,2089.69,0
Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,95.47,4095.28,1
Female,0,Yes,No,37,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,68.22,2585.57,0
Male,0,No,No,64,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,66.86,4344.79,0
Female,0,Yes,No,7,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,70.16,466.39,0
Male,0,No,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,92.27,5502.05,0
Female,1,No,No,15,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,52.23,697.3,0
Male,0,Yes,No,24,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card,72.32,1711.26,1
Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,88.08,18.0,0
Female,0,No,Yes,42,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,87.22,3708.28,0
Female,0,No,No,60,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Credit card,57.18,3464.12,0
Female,1,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.22,2372.77,0
Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card,68.7,3370.6,0
Female,0,No,No,29,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,69.1,1859.56,0
Female,0,Yes,No,55,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,61.05,3294.34,0
Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,40.21,2802.42,0
Male,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,40.75,2073.26,0
Male,0,Yes,No,25,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,72.18,1747.75,0
Male,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.49,1236.16,0
Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,90.83,327.75,1
Female,1,No,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.03,1405.76,0
Female,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.07,1592.42,0
Female,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,97.42,4625.55,0
Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,81.75,3746.05,0
Male,1,Yes,No,19,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,49.54,935.28,0
Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card,95.84,3111.62,1
Male,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer,93.72,668.55,0
Female,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card,80.76,2067.74,0
Male,0,Yes,Yes,43,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card,55.66,2424.88,0
Female,1,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.32,971.51,0
Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.93,1728.28,0
Female,0,No,Yes,62,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer,55.34,3260.94,0
Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.31,3147.52,0
Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,40.12,1005.28,0
Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,61.0,1308.51,1
Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.63,1116.84,0
Female,1,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,93.81,4988.61,0
Female,0,No,Yes,10,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,52.05,619.87,0
Female,0,No,Yes,33,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card,71.23,2353.87,0
Female,0,Yes,Yes,32,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card,68.05,2206.57,0
Female,0,No,No,21,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,62.67,1170.89,0
Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer,78.33,1320.14,0
Female,0,No,Yes,61,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.07,4725.06,1
Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,65.88,2023.37,0
Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,76.72,3302.65,0
Male,0,No,No,3,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.2,175.69,0
Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,81.11,1606.67,0
Female,1,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,78.85,1500.58,0
Female,0,Yes,No,24,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,74.08,1925.46,0
Female,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,28.37,1789.26,0
Female,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.5,1335.63,0
Female,0,No,Yes,65,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,83.57,5550.13,0
Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card,105.63,3389.71,0
Female,1,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,36.99,1932.95,0
Female,1,No,Yes,12,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,56.25,493.78,0
Male,0,Yes,No,59,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,48.46,2814.88,0
Female,0,Yes,No,44,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer,60.08,2672.53,0
Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,83.42,364.42,1
Female,0,No,No,50,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,61.86,2942.3,0
Male,0,No,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,73.72,2725.18,1
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.69,18.0,1
Male,0,Yes,Yes,61,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,58.59,3643.35,0
Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card,80.92,3153.51,0
Female,0,No,No,44,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer,72.76,3301.88,0
Male,0,Yes,Yes,42,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,78.27,3317.4,0
Female,0,No,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,71.31,493.92,0
Female,0,Yes,No,24,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,52.65,1318.11,0
Male,0,Yes,No,51,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Electronic check,69.17,3464.36,0
Male,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,88.24,2196.35,0
Female,0,No,Yes,64,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.72,2690.41,0
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,86.28,2042.99,0
Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.09,1083.23,0
Male,0,Yes,No,33,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,81.1,2712.52,0
Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,64.33,146.19,0
Male,0,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,77.48,4547.37,0
Female,0,Yes,Yes,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,67.7,869.34,0
Male,0,No,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,609.06,0
Male,0,Yes,No,66,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card,74.63,4800.4,0
Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,77.8,5646.69,0
Male,0,No,No,17,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,60.24,1028.49,1
Male,0,No,No,28,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,73.04,2211.14,1
Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,82.68,3388.87,0
Female,0,Yes,No,51,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card,66.24,3269.68,0
Male,0,No,Yes,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,88.91,1825.08,1
Female,0,No,No,40,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card,55.99,2263.72,0
Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,33.59,2003.33,0
Female,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.59,1918.12,0
Male,0,No,No,60,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,54.08,3242.31,0
Female,0,No,Yes,64,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,51.95,3280.24,0
Female,0,No,No,63,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.22,5130.19,0
Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.09,1042.24,0
Female,0,No,Yes,71,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer,44.3,3218.79,0
Female,0,No,No,36,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer,53.08,2018.57,0
Female,0,No,No,52,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,83.85,4208.19,0
Male,0,No,Yes,68,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer,74.03,5100.89,0
Male,0,No,No,4,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card,69.18,283.23,0
Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,73.37,5000.06,1
Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,93.76,5585.2,0
Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,69.26,4953.08,0
Male,0,Yes,No,56,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,46.26,2570.99,0
Female,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.45,880.36,0
Male,1,No,No,22,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,79.77,1579.24,1
Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer,93.56,151.14,0
Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.08,1225.9,0
Male,0,Yes,No,32,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,55.81,1823.45,0
Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,82.54,2936.15,0
Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.62,1276.15,0
Male,1,No,Yes,60,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.86,3070.48,0
Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.86,329.98,0
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.5,5393.77,0
Male,0,Yes,No,27,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,64.27,1813.32,1
Female,0,Yes,No,55,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,58.72,3158.05,0
Male,0,No,No,42,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,45.39,1895.68,1
Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.14,1085.17,1
Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,31.67,493.42,0
Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,87.75,1183.67,0
Female,0,No,No,53,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.57,3449.67,0
Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.47,2198.7,1
Female,1,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,78.6,1261.98,0
Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,63.85,33.19,1
Male,0,Yes,No,61,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card,61.2,3750.66,0
Male,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card,84.24,2248.79,0
Male,1,No,Yes,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,93.53,2435.26,0
Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,83.64,2185.87,0
Female,0,No,No,44,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card,85.96,3761.41,0
Male,0,No,Yes,35,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,64.03,2139.39,0
Male,1,No,Yes,40,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,71.42,2827.99,0
Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer,79.23,1807.56,0
Female,0,No,Yes,22,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.75,1672.9,0
Female,0,Yes,No,63,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,73.84,4598.46,0
Female,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.93,959.63,0
Female,1,Yes,No,71,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,67.23,4602.56,0
Female,0,No,No,61,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,50.9,2965.14,0
Male,0,No,Yes,52,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,57.22,3018.67,0
Female,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,37.41,1448.14,0
Male,0,No,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Mailed check,88.2,5523.11,0
Male,0,No,Yes,5,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,53.27,190.39,0
Male,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,88.43,3331.23,0
Female,0,No,No,52,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card,54.33,2683.96,0
Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,79.66,623.27,0
Male,1,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,63.8,820.2,0
Female,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,33.12,225.66,0
